2 1 0.00125 1 0 0.0196152 2.8026e-45 0.00653841 0.0196152 2.8026e-45 0.00653841 0 0 0 0 0 0 
1 1 0.0412344 1 0 0.0186359 1.6296e-05 0.00620178 0.0186359 1.6296e-05 0.00620178 0.363524 0 0.144674 0 0.764526 0 
1 1 0.0712135 1 0 0.0175901 0.000110359 0.00580359 0.0175901 0.000110359 0.00580359 0.14381 0 0.492904 0 0.74003 0 
1 1 0.13114 1 0 0.0204067 0.000717165 0.00650997 0.0204067 0.000717165 0.00650997 0.121694 0 0.740327 0.330798 0.740327 -0.330798 
1 1 0.19676 1 0 0.0271474 0.00159741 0.00847218 0.0271474 0.00159741 0.00847218 0.113112 0 0.796219 0.427211 0.796219 -0.427211 
1 1 0.268857 1 0 0.0352719 0.00261351 0.0108682 0.0352719 0.00261351 0.0108682 0.108909 0 0.823077 0.469058 0.823077 -0.469058 
1 1 0.376967 1 0 0.0477384 0.00418562 0.0145531 0.0477384 0.00418562 0.0145531 0.105249 0 0.841863 0.49748 0.841863 -0.49748 
1 1 0.539121 1 0 0.0665144 0.00663195 0.0200946 0.0665144 0.00663195 0.0200946 0.101531 0 0.853858 0.516113 0.853858 -0.516113 
2 1 0.570712 1 11.5315 0.070165 0.00712015 0.0211699 0.070165 0.00712015 0.0211699 0.100911 0 0.855198 0.51831 0.855198 -0.51831 
2 1 0.89506 1 0 0.107375 0.0123484 0.032084 0.107375 0.0123484 0.032084 0.0953653 0 0.861548 0.530216 0.861548 -0.530216 
2 1 1.3817 1 0 0.162177 0.0209213 0.0479933 0.162177 0.0209213 0.0479933 0.0882684 0 0.86228 0.534443 0.86228 -0.534443 
2 1 1.87836 1 0 0.2169 0.03057 0.0636785 0.2169 0.03057 0.0636785 0.0817449 0 0.860726 0.533722 0.860726 -0.533722 
2 1 2.37513 1 0 0.270545 0.0411327 0.0788586 0.270545 0.0411327 0.0788586 0.0757342 0 0.85896 0.531051 0.85896 -0.531051 
2 1 2.87199 1 0 0.323232 0.0526158 0.0935774 0.323232 0.0526158 0.0935774 0.0701609 0 0.857517 0.527429 0.857517 -0.527429 
2 1 3.36894 1 0 0.375061 0.0650282 0.107873 0.375061 0.0650282 0.107873 0.0649833 0 0.856539 0.523285 0.856539 -0.523285 
2 1 3.86595 1 0 0.426119 0.0783806 0.121777 0.426119 0.0783806 0.121777 0.0601717 0 0.856041 0.51884 0.856041 -0.51884 
2 1 4.06317 1 0 0.446182 0.0839418 0.127192 0.446182 0.0839418 0.127192 0.0583584 0 0.855972 0.517023 0.855972 -0.517023 
1 1 4.56026 1 0 0.496284 0.0986282 0.140595 0.496284 0.0986282 0.140595 0.054017 0 0.8561 0.512358 0.8561 -0.512358 
1 1 5.05739 1 0 0.545778 0.114287 0.153667 0.545778 0.114287 0.153667 0.0499862 0 0.856625 0.50762 0.856625 -0.50762 
1 1 5.55454 1 0 0.594713 0.130933 0.166428 0.594713 0.130933 0.166428 0.0462457 0 0.857505 0.502851 0.857505 -0.502851 
1 1 6.05172 1 0 0.643138 0.148585 0.178894 0.643138 0.148585 0.178894 0.0427763 0 0.858697 0.498078 0.858697 -0.498078 
1 1 6.54892 1 0 0.691094 0.167259 0.191082 0.691094 0.167259 0.191082 0.0395602 0 0.860165 0.493321 0.860165 -0.493321 
1 1 7.04612 1 0 0.738616 0.186975 0.203004 0.738616 0.186975 0.203004 0.03658 0 0.861876 0.488591 0.861876 -0.488591 
1 1 7.54333 1 0 0.785737 0.207753 0.214673 0.785737 0.207753 0.214673 0.0338197 0 0.8638 0.483898 0.8638 -0.483898 
1 1 8.04052 1 0 0.832487 0.229615 0.2261 0.832487 0.229615 0.2261 0.031264 0 0.865912 0.479246 0.865912 -0.479246 
