0 2.8026e-45 2.8026e-45 2 1 
0.0399856 1.47132e-05 1.47132e-05 1 1 
0.0499764 3.12826e-05 3.12826e-05 1 1 
0.0599679 5.94804e-05 5.94804e-05 1 1 
0.0699633 0.000103732 0.000103732 1 1 
0.0799627 0.000167262 0.000167262 1 1 
0.0899609 0.000249973 0.000249973 1 1 
0.0999517 0.000348601 0.000348601 1 1 
0.109932 0.000458872 0.000458872 1 1 
0.119902 0.000577174 0.000577174 1 1 
0.129863 0.000700968 0.000700968 1 1 
0.139817 0.000828614 0.000828614 1 1 
0.149765 0.000959026 0.000959026 1 1 
0.159709 0.00109151 0.00109151 1 1 
0.16965 0.0012256 0.0012256 1 1 
0.179588 0.00136098 0.00136098 1 1 
0.189524 0.00149744 0.00149744 1 1 
0.199459 0.00163481 0.00163481 1 1 
0.209392 0.00177298 0.00177298 1 1 
0.219324 0.00191187 0.00191187 1 1 
0.229255 0.0020514 0.0020514 1 1 
0.239185 0.00219153 0.00219153 1 1 
0.249115 0.00233222 0.00233222 1 1 
0.259044 0.00247344 0.00247344 1 1 
0.268973 0.00261517 0.00261517 1 1 
0.278901 0.00275737 0.00275737 1 1 
0.288829 0.00290005 0.00290005 1 1 
0.298757 0.00304318 0.00304318 1 1 
0.308685 0.00318674 0.00318674 1 1 
0.318612 0.00333075 0.00333075 1 1 
0.328539 0.00347517 0.00347517 1 1 
0.338467 0.00362002 0.00362002 1 1 
0.348394 0.00376527 0.00376527 1 1 
0.358321 0.00391094 0.00391094 1 1 
0.368248 0.004057 0.004057 1 1 
0.378174 0.00420346 0.00420346 1 1 
0.388101 0.00435032 0.00435032 1 1 
0.398028 0.00449758 0.00449758 1 1 
0.407955 0.00464522 0.00464522 1 1 
0.417882 0.00479325 0.00479325 1 1 
0.427808 0.00494166 0.00494166 1 1 
0.437735 0.00509046 0.00509046 1 1 
0.447662 0.00523964 0.00523964 1 1 
0.457588 0.00538921 0.00538921 1 1 
0.467515 0.00553915 0.00553915 1 1 
0.477442 0.00568947 0.00568947 1 1 
0.487369 0.00584017 0.00584017 1 1 
0.497296 0.00599124 0.00599124 1 1 
0.507222 0.00614269 0.00614269 1 1 
0.517149 0.00629451 0.00629451 1 1 
0.527076 0.00644671 0.00644671 1 1 
0.537003 0.00659929 0.00659929 1 1 
0.54693 0.00675223 0.00675223 1 1 
0.556857 0.00690555 0.00690555 1 1 
0.566784 0.00705923 0.00705923 1 1 
0.570751 0.00712076 0.00712076 2 1 
0.580679 0.00727496 0.00727496 2 1 
0.590606 0.00742954 0.00742954 2 1 
0.600533 0.00758449 0.00758449 2 1 
0.61046 0.00773981 0.00773981 2 1 
0.620388 0.0078955 0.0078955 2 1 
0.630315 0.00805155 0.00805155 2 1 
0.640243 0.00820798 0.00820798 2 1 
0.65017 0.00836477 0.00836477 2 1 
0.660098 0.00852194 0.00852194 2 1 
0.670025 0.00867947 0.00867947 2 1 
0.679953 0.00883736 0.00883736 2 1 
0.689881 0.00899563 0.00899563 2 1 
0.699808 0.00915426 0.00915426 2 1 
0.709736 0.00931326 0.00931326 2 1 
0.719664 0.00947263 0.00947263 2 1 
0.729592 0.00963236 0.00963236 2 1 
0.73952 0.00979246 0.00979246 2 1 
0.749448 0.00995293 0.00995293 2 1 
0.759376 0.0101138 0.0101138 2 1 
0.769304 0.010275 0.010275 2 1 
0.779233 0.0104365 0.0104365 2 1 
0.789161 0.0105985 0.0105985 2 1 
0.799089 0.0107608 0.0107608 2 1 
0.809018 0.0109234 0.0109234 2 1 
