2 1 0.00125 1 0 0.0196152 2.8026e-45 0.00653841 0.0196152 2.8026e-45 0.00653841 0 0 0 0 0 0 
1 1 0.0412344 1 0 0.0186359 1.6296e-05 0.00620178 0.0186359 1.6296e-05 0.00620178 0.363524 0 0.144674 0 0.764526 0 
1 1 0.0512251 1 0 0.0182243 3.40795e-05 0.00605427 0.0182243 3.40795e-05 0.00605427 0.384216 0 0.146805 0 0.768993 0 
1 1 0.061217 1 0 0.0178463 6.40468e-05 0.00591211 0.0178463 6.40468e-05 0.00591211 0.423641 0 0.146558 0 0.764824 0 
1 1 0.071213 1 0 0.0175902 0.000110583 0.00580362 0.0175902 0.000110583 0.00580362 0.143807 0 0.492914 0 0.740025 0 
1 1 0.0812125 1 0 0.0175416 0.000176595 0.0057573 0.0175416 0.000176595 0.0057573 0.139485 0 0.641342 0.0636892 0.641342 -0.0636892 
1 1 0.0912101 1 0 0.017742 0.000261517 0.00578835 0.017742 0.000261517 0.00578835 0.134813 0 0.666179 0.163325 0.666179 -0.163325 
1 1 0.1012 1 0 0.0181754 0.000361832 0.00589337 0.0181754 0.000361832 0.00589337 0.130566 0 0.688967 0.223431 0.688967 -0.223431 
1 1 0.111179 1 0 0.0187946 0.000473281 0.00605825 0.0187946 0.000473281 0.00605825 0.126997 0 0.708865 0.268168 0.708865 -0.268168 
1 1 0.121147 1 0 0.0195504 0.000592388 0.00626764 0.0195504 0.000592388 0.00626764 0.12408 0 0.725858 0.302974 0.725858 -0.302974 
1 1 0.131107 1 0 0.0204035 0.000716738 0.00650905 0.0204035 0.000716738 0.00650905 0.121701 0 0.740288 0.330721 0.740288 -0.330721 
1 1 0.141061 1 0 0.0213269 0.000844779 0.00677368 0.0213269 0.000844779 0.00677368 0.119744 0 0.752558 0.353253 0.752558 -0.353253 
1 1 0.151008 1 0 0.0223009 0.000975481 0.00705513 0.0223009 0.000975481 0.00705513 0.118111 0 0.763058 0.37186 0.763058 -0.37186 
1 1 0.160952 1 0 0.0233123 0.00110819 0.00734906 0.0233123 0.00110819 0.00734906 0.11673 0 0.772109 0.38745 0.772109 -0.38745 
1 1 0.170892 1 0 0.0243517 0.00124245 0.00765241 0.0243517 0.00124245 0.00765241 0.115545 0 0.77997 0.400682 0.77997 -0.400682 
1 1 0.18083 1 0 0.0254128 0.00137798 0.00796299 0.0254128 0.00137798 0.00796299 0.114515 0 0.786847 0.412038 0.786847 -0.412038 
1 1 0.190766 1 0 0.0264906 0.00151456 0.00827919 0.0264906 0.00151456 0.00827919 0.113609 0 0.792904 0.421883 0.792904 -0.421883 
1 1 0.2007 1 0 0.0275816 0.00165204 0.00859984 0.0275816 0.00165204 0.00859984 0.112803 0 0.798274 0.430494 0.798274 -0.430494 
1 1 0.210633 1 0 0.0286832 0.0017903 0.00892404 0.0286832 0.0017903 0.00892404 0.11208 0 0.803061 0.438083 0.803061 -0.438083 
1 1 0.220565 1 0 0.0297933 0.00192927 0.0092511 0.0297933 0.00192927 0.0092511 0.111425 0 0.807352 0.444821 0.807352 -0.444821 
1 1 0.230496 1 0 0.0309104 0.00206888 0.0095805 0.0309104 0.00206888 0.0095805 0.110827 0 0.811216 0.450839 0.811216 -0.450839 
1 1 0.240426 1 0 0.0320333 0.00220909 0.0099118 0.0320333 0.00220909 0.0099118 0.110277 0 0.814711 0.456245 0.814711 -0.456245 
1 1 0.250356 1 0 0.0331608 0.00234985 0.0102447 0.0331608 0.00234985 0.0102447 0.109768 0 0.817885 0.461126 0.817885 -0.461126 
1 1 0.260285 1 0 0.0342923 0.00249113 0.0105789 0.0342923 0.00249113 0.0105789 0.109294 0 0.820779 0.465554 0.820779 -0.465554 
